location_name,sex_name,age_name,year,population,gbd_release
China,Female,0-4 years,1990,52461127.55254273,GBD 2023
China,Female,0-4 years,1991,52200344.06133984,GBD 2023
China,Female,0-4 years,1992,51183616.21082702,GBD 2023
China,Female,0-4 years,1993,49478593.32621365,GBD 2023
China,Female,0-4 years,1994,47221554.37669416,GBD 2023
China,Female,0-4 years,1995,44711044.29671888,GBD 2023
China,Female,0-4 years,1996,42354267.769897126,GBD 2023
China,Female,0-4 years,1997,40222452.49646425,GBD 2023
China,Female,0-4 years,1998,38279976.11310377,GBD 2023
China,Female,0-4 years,1999,36527056.85831928,GBD 2023
China,Female,0-4 years,2000,35014083.839477785,GBD 2023
China,Female,0-4 years,2001,33804428.30705339,GBD 2023
China,Female,0-4 years,2002,32932552.621482216,GBD 2023
China,Female,0-4 years,2003,32372714.849269062,GBD 2023
China,Female,0-4 years,2004,32114876.051067848,GBD 2023
China,Female,0-4 years,2005,32146531.870909102,GBD 2023
China,Female,0-4 years,2006,32433025.71269765,GBD 2023
China,Female,0-4 years,2007,32955617.97461657,GBD 2023
China,Female,0-4 years,2008,33644828.338959865,GBD 2023
China,Female,0-4 years,2009,34297408.930364646,GBD 2023
China,Female,0-4 years,2010,34533036.87799521,GBD 2023
China,Female,0-4 years,2011,34305659.96387167,GBD 2023
China,Female,0-4 years,2012,34184168.41189848,GBD 2023
China,Female,0-4 years,2013,34383277.2276166,GBD 2023
China,Female,0-4 years,2014,34837825.24922483,GBD 2023
China,Female,0-4 years,2015,36089868.844988,GBD 2023
China,Female,0-4 years,2016,38271314.67562626,GBD 2023
China,Female,0-4 years,2017,40184793.08609793,GBD 2023
China,Female,0-4 years,2018,41024920.41189677,GBD 2023
China,Female,0-4 years,2019,40825259.80430589,GBD 2023
China,Female,0-4 years,2020,39243979.28573937,GBD 2023
China,Female,0-4 years,2021,36189723.53312266,GBD 2023
China,Female,0-4 years,2022,32480397.21186644,GBD 2023
China,Female,0-4 years,2023,28964938.721970893,GBD 2023
China,Female,10-14 years,1990,49615252.54402213,GBD 2023
China,Female,10-14 years,1991,48812228.04131706,GBD 2023
China,Female,10-14 years,1992,48422613.18582109,GBD 2023
China,Female,10-14 years,1993,48632883.1117711,GBD 2023
China,Female,10-14 years,1994,49596146.64730512,GBD 2023
China,Female,10-14 years,1995,51319000.32992108,GBD 2023
China,Female,10-14 years,1996,53716658.63093126,GBD 2023
China,Female,10-14 years,1997,56356878.33658736,GBD 2023
China,Female,10-14 years,1998,58636256.34024044,GBD 2023
China,Female,10-14 years,1999,60023933.99402695,GBD 2023
China,Female,10-14 years,2000,60128276.96905329,GBD 2023
China,Female,10-14 years,2001,58654990.40836264,GBD 2023
China,Female,10-14 years,2002,56043156.56011753,GBD 2023
China,Female,10-14 years,2003,52697546.0661912,GBD 2023
China,Female,10-14 years,2004,49008994.46800115,GBD 2023
China,Female,10-14 years,2005,45459039.46805554,GBD 2023
China,Female,10-14 years,2006,42531581.68093956,GBD 2023
China,Female,10-14 years,2007,40129147.395937055,GBD 2023
China,Female,10-14 years,2008,38084366.32031177,GBD 2023
China,Female,10-14 years,2009,36325267.86560389,GBD 2023
China,Female,10-14 years,2010,34873986.385123186,GBD 2023
China,Female,10-14 years,2011,33798593.39609835,GBD 2023
China,Female,10-14 years,2012,33131290.27916713,GBD 2023
China,Female,10-14 years,2013,32850115.839517124,GBD 2023
China,Female,10-14 years,2014,32957535.03611697,GBD 2023
China,Female,10-14 years,2015,33465306.83141481,GBD 2023
China,Female,10-14 years,2016,34373235.65754344,GBD 2023
China,Female,10-14 years,2017,35648291.9288734,GBD 2023
China,Female,10-14 years,2018,37192852.832206696,GBD 2023
China,Female,10-14 years,2019,38739002.13431386,GBD 2023
China,Female,10-14 years,2020,39784409.17280064,GBD 2023
China,Female,10-14 years,2021,40233513.16264083,GBD 2023
China,Female,10-14 years,2022,40764631.80850288,GBD 2023
China,Female,10-14 years,2023,41596846.72882047,GBD 2023
China,Female,15-19 years,1990,61796263.46389763,GBD 2023
China,Female,15-19 years,1991,59125902.55618452,GBD 2023
China,Female,15-19 years,1992,56107741.03579132,GBD 2023
China,Female,15-19 years,1993,53152124.367117,GBD 2023
China,Female,15-19 years,1994,50737055.656792365,GBD 2023
China,Female,15-19 years,1995,49044530.444281206,GBD 2023
China,Female,15-19 years,1996,47944575.83325842,GBD 2023
China,Female,15-19 years,1997,47341073.7378678,GBD 2023
China,Female,15-19 years,1998,47460112.42585307,GBD 2023
China,Female,15-19 years,1999,48512200.55639835,GBD 2023
China,Female,15-19 years,2000,50578077.71018504,GBD 2023
China,Female,15-19 years,2001,53648147.67386405,GBD 2023
China,Female,15-19 years,2002,57115473.84062361,GBD 2023
China,Female,15-19 years,2003,60235739.03710267,GBD 2023
China,Female,15-19 years,2004,62357017.0636348,GBD 2023
China,Female,15-19 years,2005,62996041.29626277,GBD 2023
China,Female,15-19 years,2006,61835224.16756448,GBD 2023
China,Female,15-19 years,2007,59316291.059122935,GBD 2023
China,Female,15-19 years,2008,55877808.87527084,GBD 2023
China,Female,15-19 years,2009,51957905.84768889,GBD 2023
China,Female,15-19 years,2010,48088420.78582845,GBD 2023
China,Female,15-19 years,2011,44792437.21222485,GBD 2023
China,Female,15-19 years,2012,42050174.39648879,GBD 2023
China,Female,15-19 years,2013,39723738.87166687,GBD 2023
China,Female,15-19 years,2014,37737124.48957519,GBD 2023
China,Female,15-19 years,2015,36086983.05741903,GBD 2023
China,Female,15-19 years,2016,34802584.958787285,GBD 2023
China,Female,15-19 years,2017,33930977.1881182,GBD 2023
China,Female,15-19 years,2018,33463613.97965532,GBD 2023
China,Female,15-19 years,2019,33415818.95523676,GBD 2023
China,Female,15-19 years,2020,33812915.869695,GBD 2023
China,Female,15-19 years,2021,34669430.31894208,GBD 2023
China,Female,15-19 years,2022,35927424.813267976,GBD 2023
China,Female,15-19 years,2023,37469550.0653185,GBD 2023
China,Female,20-24 years,1990,64663632.69488488,GBD 2023
China,Female,20-24 years,1991,63880680.52762535,GBD 2023
China,Female,20-24 years,1992,62701919.482300095,GBD 2023
China,Female,20-24 years,1993,61437341.124604926,GBD 2023
China,Female,20-24 years,1994,59946444.18608745,GBD 2023
China,Female,20-24 years,1995,58053509.869393125,GBD 2023
China,Female,20-24 years,1996,55698481.760468975,GBD 2023
China,Female,20-24 years,1997,53041790.2261743,GBD 2023
China,Female,20-24 years,1998,50439997.308288366,GBD 2023
China,Female,20-24 years,1999,48336616.62858994,GBD 2023
China,Female,20-24 years,2000,46914858.73918246,GBD 2023
China,Female,20-24 years,2001,46070421.8661352,GBD 2023
China,Female,20-24 years,2002,45749129.95248079,GBD 2023
China,Female,20-24 years,2003,46194080.7323988,GBD 2023
China,Female,20-24 years,2004,47623767.30351996,GBD 2023
China,Female,20-24 years,2005,50110163.70838622,GBD 2023
China,Female,20-24 years,2006,53596369.39210381,GBD 2023
China,Female,20-24 years,2007,57439156.500631765,GBD 2023
China,Female,20-24 years,2008,60847078.617345065,GBD 2023
China,Female,20-24 years,2009,63122668.68878199,GBD 2023
China,Female,20-24 years,2010,63750070.81096262,GBD 2023
China,Female,20-24 years,2011,62406184.103576615,GBD 2023
China,Female,20-24 years,2012,59549375.538554974,GBD 2023
China,Female,20-24 years,2013,55695793.59057623,GBD 2023
China,Female,20-24 years,2014,51381084.380895525,GBD 2023
China,Female,20-24 years,2015,47230493.27191102,GBD 2023
China,Female,20-24 years,2016,43836190.79419833,GBD 2023
China,Female,20-24 years,2017,41113514.33254403,GBD 2023
China,Female,20-24 years,2018,38874362.758463785,GBD 2023
China,Female,20-24 years,2019,37000427.2752604,GBD 2023
China,Female,20-24 years,2020,35451003.18540883,GBD 2023
China,Female,20-24 years,2021,34224560.90659681,GBD 2023
China,Female,20-24 years,2022,33387627.220825877,GBD 2023
China,Female,20-24 years,2023,32946413.46019108,GBD 2023
China,Female,25-29 years,1990,53595033.36545199,GBD 2023
China,Female,25-29 years,1991,57955566.76128512,GBD 2023
China,Female,25-29 years,1992,61187479.08531326,GBD 2023
China,Female,25-29 years,1993,62771621.02135831,GBD 2023
China,Female,25-29 years,1994,63172481.60802408,GBD 2023
China,Female,25-29 years,1995,62800091.56900154,GBD 2023
China,Female,25-29 years,1996,61922645.6789158,GBD 2023
China,Female,25-29 years,1997,60972040.95658138,GBD 2023
China,Female,25-29 years,1998,60111470.56840804,GBD 2023
China,Female,25-29 years,1999,59083653.7303177,GBD 2023
China,Female,25-29 years,2000,57613619.09880542,GBD 2023
China,Female,25-29 years,2001,55562570.695671454,GBD 2023
China,Female,25-29 years,2002,53117323.579879045,GBD 2023
China,Female,25-29 years,2003,50661917.838994734,GBD 2023
China,Female,25-29 years,2004,48668201.34711057,GBD 2023
China,Female,25-29 years,2005,47336706.61193898,GBD 2023
China,Female,25-29 years,2006,46558493.99877244,GBD 2023
China,Female,25-29 years,2007,46274721.104574,GBD 2023
China,Female,25-29 years,2008,46722952.64972331,GBD 2023
China,Female,25-29 years,2009,48126586.27388559,GBD 2023
China,Female,25-29 years,2010,50562088.737520695,GBD 2023
China,Female,25-29 years,2011,53963867.0656132,GBD 2023
China,Female,25-29 years,2012,57626222.25170095,GBD 2023
China,Female,25-29 years,2013,60706767.59796779,GBD 2023
China,Female,25-29 years,2014,62486393.52459196,GBD 2023
China,Female,25-29 years,2015,62476429.67089198,GBD 2023
China,Female,25-29 years,2016,60437996.97267774,GBD 2023
China,Female,25-29 years,2017,56979362.76986209,GBD 2023
China,Female,25-29 years,2018,52712314.37482986,GBD 2023
China,Female,25-29 years,2019,48210372.48594154,GBD 2023
China,Female,25-29 years,2020,44085147.16580513,GBD 2023
China,Female,25-29 years,2021,40883258.12197836,GBD 2023
China,Female,25-29 years,2022,38411810.15398013,GBD 2023
China,Female,25-29 years,2023,36427218.196314655,GBD 2023
China,Female,30-34 years,1990,42338691.99452968,GBD 2023
China,Female,30-34 years,1991,41427170.00215993,GBD 2023
China,Female,30-34 years,1992,42292965.597810976,GBD 2023
China,Female,30-34 years,1993,45367493.24272523,GBD 2023
China,Female,30-34 years,1994,49638863.690028206,GBD 2023
China,Female,30-34 years,1995,54156956.48150437,GBD 2023
China,Female,30-34 years,1996,58185270.54355341,GBD 2023
China,Female,30-34 years,1997,61121250.86068615,GBD 2023
China,Female,30-34 years,1998,62485074.54062116,GBD 2023
China,Female,30-34 years,1999,62768411.3591821,GBD 2023
China,Female,30-34 years,2000,62403849.50833257,GBD 2023
China,Female,30-34 years,2001,61684283.048167534,GBD 2023
China,Female,30-34 years,2002,60961206.00839295,GBD 2023
China,Female,30-34 years,2003,60335390.16301983,GBD 2023
China,Female,30-34 years,2004,59507782.06283043,GBD 2023
China,Female,30-34 years,2005,58184344.31977634,GBD 2023
China,Female,30-34 years,2006,56231549.91548672,GBD 2023
China,Female,30-34 years,2007,53836893.43708326,GBD 2023
China,Female,30-34 years,2008,51386285.36530628,GBD 2023
China,Female,30-34 years,2009,49357613.94706977,GBD 2023
China,Female,30-34 years,2010,47951620.65350256,GBD 2023
China,Female,30-34 years,2011,47052272.57158702,GBD 2023
China,Female,30-34 years,2012,46612727.60973903,GBD 2023
China,Female,30-34 years,2013,46880006.620920576,GBD 2023
China,Female,30-34 years,2014,48073688.7710492,GBD 2023
China,Female,30-34 years,2015,50257112.15690687,GBD 2023
China,Female,30-34 years,2016,53352155.19878414,GBD 2023
China,Female,30-34 years,2017,56665929.26134058,GBD 2023
China,Female,30-34 years,2018,59394534.58820212,GBD 2023
China,Female,30-34 years,2019,60870948.98587,GBD 2023
China,Female,30-34 years,2020,60654564.70128921,GBD 2023
China,Female,30-34 years,2021,58534842.42888198,GBD 2023
China,Female,30-34 years,2022,55121181.58569907,GBD 2023
China,Female,30-34 years,2023,50991728.29390306,GBD 2023
China,Female,35-39 years,1990,44223891.49821104,GBD 2023
China,Female,35-39 years,1991,45779072.15871346,GBD 2023
China,Female,35-39 years,1992,46232752.05157811,GBD 2023
China,Female,35-39 years,1993,45125553.110161096,GBD 2023
China,Female,35-39 years,1994,43092175.68284717,GBD 2023
China,Female,35-39 years,1995,41110939.53246413,GBD 2023
China,Female,35-39 years,1996,40263706.30509436,GBD 2023
China,Female,35-39 years,1997,41244398.50420824,GBD 2023
China,Female,35-39 years,1998,44430543.51514617,GBD 2023
China,Female,35-39 years,1999,48801431.45460813,GBD 2023
China,Female,35-39 years,2000,53405574.76601229,GBD 2023
China,Female,35-39 years,2001,57498962.3996653,GBD 2023
China,Female,35-39 years,2002,60513128.7362955,GBD 2023
China,Female,35-39 years,2003,61985326.89593688,GBD 2023
China,Female,35-39 years,2004,62392911.30263374,GBD 2023
China,Female,35-39 years,2005,62149244.22741645,GBD 2023
China,Female,35-39 years,2006,61521519.08099456,GBD 2023
China,Female,35-39 years,2007,60856364.57345105,GBD 2023
China,Female,35-39 years,2008,60246557.28878892,GBD 2023
China,Female,35-39 years,2009,59387397.08466391,GBD 2023
China,Female,35-39 years,2010,57983764.987345256,GBD 2023
China,Female,35-39 years,2011,55906995.29995212,GBD 2023
China,Female,35-39 years,2012,53363328.05105548,GBD 2023
China,Female,35-39 years,2013,50753278.301536985,GBD 2023
China,Female,35-39 years,2014,48556913.54746235,GBD 2023
China,Female,35-39 years,2015,46976109.70396678,GBD 2023
China,Female,35-39 years,2016,45906857.56850865,GBD 2023
China,Female,35-39 years,2017,45308325.53119096,GBD 2023
China,Female,35-39 years,2018,45425704.19898406,GBD 2023
China,Female,35-39 years,2019,46473650.28885172,GBD 2023
China,Female,35-39 years,2020,48516962.35283031,GBD 2023
China,Female,35-39 years,2021,51489841.34539145,GBD 2023
China,Female,35-39 years,2022,54714848.68512505,GBD 2023
China,Female,35-39 years,2023,57409404.70681107,GBD 2023
China,Female,40-44 years,1990,32004837.54023612,GBD 2023
China,Female,40-44 years,1991,34160267.86593939,GBD 2023
China,Female,40-44 years,1992,36210655.676330976,GBD 2023
China,Female,40-44 years,1993,39039038.5996353,GBD 2023
China,Female,40-44 years,1994,40686061.31358655,GBD 2023
China,Female,40-44 years,1995,43228604.61730891,GBD 2023
China,Female,40-44 years,1996,44383187.47535616,GBD 2023
China,Female,40-44 years,1997,44553115.13537394,GBD 2023
China,Female,40-44 years,1998,43317768.07985795,GBD 2023
China,Female,40-44 years,1999,41296974.17766103,GBD 2023
China,Female,40-44 years,2000,39430204.25475972,GBD 2023
China,Female,40-44 years,2001,38757745.6074568,GBD 2023
China,Female,40-44 years,2002,39906467.78048724,GBD 2023
China,Female,40-44 years,2003,43222514.90655787,GBD 2023
China,Female,40-44 years,2004,47704052.11307461,GBD 2023
China,Female,40-44 years,2005,52411791.07496949,GBD 2023
China,Female,40-44 years,2006,56605241.132428095,GBD 2023
China,Female,40-44 years,2007,59713272.63182162,GBD 2023
China,Female,40-44 years,2008,61263864.16269055,GBD 2023
China,Female,40-44 years,2009,61718599.34423364,GBD 2023
China,Female,40-44 years,2010,61485557.29078957,GBD 2023
China,Female,40-44 years,2011,60832068.348953314,GBD 2023
China,Female,40-44 years,2012,60111476.5545085,GBD 2023
China,Female,40-44 years,2013,59424092.83862354,GBD 2023
China,Female,40-44 years,2014,58475124.79303696,GBD 2023
China,Female,40-44 years,2015,56980778.091632105,GBD 2023
China,Female,40-44 years,2016,54822855.25429985,GBD 2023
China,Female,40-44 years,2017,52214304.19675446,GBD 2023
China,Female,40-44 years,2018,49555880.35145758,GBD 2023
China,Female,40-44 years,2019,47324860.414628,GBD 2023
China,Female,40-44 years,2020,45726257.519194216,GBD 2023
China,Female,40-44 years,2021,44665118.263804905,GBD 2023
China,Female,40-44 years,2022,44090053.54374548,GBD 2023
China,Female,40-44 years,2023,44229497.46264204,GBD 2023
China,Female,45-49 years,1990,24444640.92084195,GBD 2023
China,Female,45-49 years,1991,25437732.529112257,GBD 2023
China,Female,45-49 years,1992,26687141.398563582,GBD 2023
China,Female,45-49 years,1993,27629556.303498343,GBD 2023
China,Female,45-49 years,1994,30088310.971730866,GBD 2023
China,Female,45-49 years,1995,31538340.57262905,GBD 2023
China,Female,45-49 years,1996,33492846.72135854,GBD 2023
China,Female,45-49 years,1997,35343382.10297705,GBD 2023
China,Female,45-49 years,1998,37968931.1558571,GBD 2023
China,Female,45-49 years,1999,39468136.8692454,GBD 2023
China,Female,45-49 years,2000,41901021.63403114,GBD 2023
China,Female,45-49 years,2001,43063400.45182395,GBD 2023
China,Female,45-49 years,2002,43345107.09171787,GBD 2023
China,Female,45-49 years,2003,42305099.85286216,GBD 2023
China,Female,45-49 years,2004,40503897.30607412,GBD 2023
China,Female,45-49 years,2005,38829624.72946028,GBD 2023
China,Female,45-49 years,2006,38292172.66394588,GBD 2023
China,Female,45-49 years,2007,39533699.13478445,GBD 2023
China,Female,45-49 years,2008,42915865.51029567,GBD 2023
China,Female,45-49 years,2009,47450759.59653136,GBD 2023
China,Female,45-49 years,2010,52193760.38083431,GBD 2023
China,Female,45-49 years,2011,56387189.91081268,GBD 2023
China,Female,45-49 years,2012,59459853.88409191,GBD 2023
China,Female,45-49 years,2013,60948242.94050746,GBD 2023
China,Female,45-49 years,2014,61327537.33541258,GBD 2023
China,Female,45-49 years,2015,61022254.59390877,GBD 2023
China,Female,45-49 years,2016,60317284.109697655,GBD 2023
China,Female,45-49 years,2017,59560812.79597857,GBD 2023
China,Female,45-49 years,2018,58851242.176645495,GBD 2023
China,Female,45-49 years,2019,57895641.06755574,GBD 2023
China,Female,45-49 years,2020,56409349.19307348,GBD 2023
China,Female,45-49 years,2021,54268721.94846206,GBD 2023
China,Female,45-49 years,2022,51683935.01442212,GBD 2023
China,Female,45-49 years,2023,49050894.90580981,GBD 2023
China,Female,5-9 years,1990,50174805.52702639,GBD 2023
China,Female,5-9 years,1991,51956455.05302961,GBD 2023
China,Female,5-9 years,1992,53795006.7000105,GBD 2023
China,Female,5-9 years,1993,55229673.19290267,GBD 2023
China,Female,5-9 years,1994,55892142.88115495,GBD 2023
China,Female,5-9 years,1995,55568245.12916047,GBD 2023
China,Female,5-9 years,1996,54109257.3151094,GBD 2023
China,Female,5-9 years,1997,51756785.83665705,GBD 2023
China,Female,5-9 years,1998,48781250.26556366,GBD 2023
China,Female,5-9 years,1999,45496996.81866865,GBD 2023
China,Female,5-9 years,2000,42352628.31075632,GBD 2023
China,Female,5-9 years,2001,39850323.49749202,GBD 2023
China,Female,5-9 years,2002,37848732.47941596,GBD 2023
China,Female,5-9 years,2003,36168516.81556741,GBD 2023
China,Female,5-9 years,2004,34725872.193649344,GBD 2023
China,Female,5-9 years,2005,33531393.442466248,GBD 2023
China,Female,5-9 years,2006,32645973.07334913,GBD 2023
China,Female,5-9 years,2007,32112962.046153218,GBD 2023
China,Female,5-9 years,2008,31916690.88359524,GBD 2023
China,Female,5-9 years,2009,32060646.93316056,GBD 2023
China,Female,5-9 years,2010,32549377.0704072,GBD 2023
China,Female,5-9 years,2011,33365604.82924767,GBD 2023
China,Female,5-9 years,2012,34489005.1111343,GBD 2023
China,Female,5-9 years,2013,35840928.3866201,GBD 2023
China,Female,5-9 years,2014,37185071.55211868,GBD 2023
China,Female,5-9 years,2015,38069113.74112862,GBD 2023
China,Female,5-9 years,2016,38414774.7760708,GBD 2023
China,Female,5-9 years,2017,38857478.759887375,GBD 2023
China,Female,5-9 years,2018,39620422.465912215,GBD 2023
China,Female,5-9 years,2019,40563350.78317258,GBD 2023
China,Female,5-9 years,2020,42242401.12745892,GBD 2023
China,Female,5-9 years,2021,44746280.81973754,GBD 2023
China,Female,5-9 years,2022,46760451.90139989,GBD 2023
China,Female,5-9 years,2023,47419567.407920666,GBD 2023
China,Female,50-54 years,1990,22514565.14298387,GBD 2023
China,Female,50-54 years,1991,22513799.46563334,GBD 2023
China,Female,50-54 years,1992,22600325.06328338,GBD 2023
China,Female,50-54 years,1993,22845280.649072982,GBD 2023
China,Female,50-54 years,1994,23273120.002557557,GBD 2023
China,Female,50-54 years,1995,23732237.49110121,GBD 2023
China,Female,50-54 years,1996,24662030.57790919,GBD 2023
China,Female,50-54 years,1997,25874144.06251486,GBD 2023
China,Female,50-54 years,1998,26810271.227557857,GBD 2023
China,Female,50-54 years,1999,29250965.411997404,GBD 2023
China,Female,50-54 years,2000,30721527.408449847,GBD 2023
China,Female,50-54 years,2001,32704709.430364992,GBD 2023
China,Female,50-54 years,2002,34608732.82927312,GBD 2023
China,Female,50-54 years,2003,37288457.60904653,GBD 2023
China,Female,50-54 years,2004,38899707.41385272,GBD 2023
China,Female,50-54 years,2005,41427748.76110363,GBD 2023
China,Female,50-54 years,2006,42695317.57540205,GBD 2023
China,Female,50-54 years,2007,43066606.42105442,GBD 2023
China,Female,50-54 years,2008,42098948.572445735,GBD 2023
China,Female,50-54 years,2009,40350241.5591772,GBD 2023
China,Female,50-54 years,2010,38709790.48280417,GBD 2023
China,Female,50-54 years,2011,38187899.75859446,GBD 2023
China,Female,50-54 years,2012,39431161.31720931,GBD 2023
China,Female,50-54 years,2013,42795903.69014816,GBD 2023
China,Female,50-54 years,2014,47288549.76072033,GBD 2023
China,Female,50-54 years,2015,51963397.4147462,GBD 2023
China,Female,50-54 years,2016,56068991.23346053,GBD 2023
China,Female,50-54 years,2017,59047571.87763488,GBD 2023
China,Female,50-54 years,2018,60455697.58094282,GBD 2023
China,Female,50-54 years,2019,60778274.49904395,GBD 2023
China,Female,50-54 years,2020,60444471.30611511,GBD 2023
China,Female,50-54 years,2021,59740158.77048802,GBD 2023
China,Female,50-54 years,2022,58995761.50951007,GBD 2023
China,Female,50-54 years,2023,58299142.27256193,GBD 2023
China,Female,55-59 years,1990,20700566.22271888,GBD 2023
China,Female,55-59 years,1991,21193797.354772616,GBD 2023
China,Female,55-59 years,1992,21548684.258013025,GBD 2023
China,Female,55-59 years,1993,21671278.948601022,GBD 2023
China,Female,55-59 years,1994,21494746.92362282,GBD 2023
China,Female,55-59 years,1995,21437802.95821004,GBD 2023
China,Female,55-59 years,1996,21373741.320772663,GBD 2023
China,Female,55-59 years,1997,21409108.751390457,GBD 2023
China,Female,55-59 years,1998,21614851.116370272,GBD 2023
China,Female,55-59 years,1999,22019778.624288533,GBD 2023
China,Female,55-59 years,2000,22487074.511615835,GBD 2023
China,Female,55-59 years,2001,23442426.386920266,GBD 2023
China,Female,55-59 years,2002,24694264.28697379,GBD 2023
China,Female,55-59 years,2003,25693940.618149877,GBD 2023
China,Female,55-59 years,2004,28156750.70782056,GBD 2023
China,Female,55-59 years,2005,29678727.87579011,GBD 2023
China,Female,55-59 years,2006,31700028.626181006,GBD 2023
China,Female,55-59 years,2007,33637946.170937374,GBD 2023
China,Female,55-59 years,2008,36324608.115979925,GBD 2023
China,Female,55-59 years,2009,37960209.12196331,GBD 2023
China,Female,55-59 years,2010,40474611.58058079,GBD 2023
China,Female,55-59 years,2011,41738180.09423093,GBD 2023
China,Female,55-59 years,2012,42107558.03878608,GBD 2023
China,Female,55-59 years,2013,41157559.02978872,GBD 2023
China,Female,55-59 years,2014,39442292.21427799,GBD 2023
China,Female,55-59 years,2015,37839899.01571328,GBD 2023
China,Female,55-59 years,2016,37348187.45030793,GBD 2023
China,Female,55-59 years,2017,38591486.06778362,GBD 2023
China,Female,55-59 years,2018,41916046.38763158,GBD 2023
China,Female,55-59 years,2019,46347185.32230164,GBD 2023
China,Female,55-59 years,2020,50957804.47667685,GBD 2023
China,Female,55-59 years,2021,55003987.90919528,GBD 2023
China,Female,55-59 years,2022,57935067.44673485,GBD 2023
China,Female,55-59 years,2023,59332827.45972149,GBD 2023
China,Female,60-64 years,1990,17185942.560488433,GBD 2023
China,Female,60-64 years,1991,17598689.495014925,GBD 2023
China,Female,60-64 years,1992,18008503.720324762,GBD 2023
China,Female,60-64 years,1993,18417562.034305014,GBD 2023
China,Female,60-64 years,1994,18940915.20455784,GBD 2023
China,Female,60-64 years,1995,19384447.04529191,GBD 2023
China,Female,60-64 years,1996,19815743.686834004,GBD 2023
China,Female,60-64 years,1997,20145851.338838264,GBD 2023
China,Female,60-64 years,1998,20282261.74695515,GBD 2023
China,Female,60-64 years,1999,20160349.45625936,GBD 2023
China,Female,60-64 years,2000,20166787.443566214,GBD 2023
China,Female,60-64 years,2001,20179193.87668518,GBD 2023
China,Female,60-64 years,2002,20301947.637739472,GBD 2023
China,Female,60-64 years,2003,20601104.74867732,GBD 2023
China,Female,60-64 years,2004,21099780.544301856,GBD 2023
China,Female,60-64 years,2005,21663684.95075998,GBD 2023
China,Female,60-64 years,2006,22688093.58324442,GBD 2023
China,Female,60-64 years,2007,23989607.730847534,GBD 2023
China,Female,60-64 years,2008,25029905.1975582,GBD 2023
China,Female,60-64 years,2009,27482242.39109902,GBD 2023
China,Female,60-64 years,2010,29000902.353569828,GBD 2023
China,Female,60-64 years,2011,30994148.76759888,GBD 2023
China,Female,60-64 years,2012,32897592.05163577,GBD 2023
China,Female,60-64 years,2013,35519902.11990826,GBD 2023
China,Female,60-64 years,2014,37118949.03189188,GBD 2023
China,Female,60-64 years,2015,39554188.75752474,GBD 2023
China,Female,60-64 years,2016,40755586.332409866,GBD 2023
China,Female,60-64 years,2017,41073994.27596882,GBD 2023
China,Female,60-64 years,2018,40113114.9111032,GBD 2023
China,Female,60-64 years,2019,38426403.3199208,GBD 2023
China,Female,60-64 years,2020,36871461.44413928,GBD 2023
China,Female,60-64 years,2021,36414608.04728746,GBD 2023
China,Female,60-64 years,2022,37646721.151486784,GBD 2023
China,Female,60-64 years,2023,40899032.51594304,GBD 2023
China,Female,65-69 years,1990,13936442.110095777,GBD 2023
China,Female,65-69 years,1991,14259855.983652985,GBD 2023
China,Female,65-69 years,1992,14561192.222697437,GBD 2023
China,Female,65-69 years,1993,14888251.86975045,GBD 2023
China,Female,65-69 years,1994,15213269.521131149,GBD 2023
China,Female,65-69 years,1995,15551729.941637645,GBD 2023
China,Female,65-69 years,1996,15882226.46437868,GBD 2023
China,Female,65-69 years,1997,16215994.435633317,GBD 2023
China,Female,65-69 years,1998,16559640.326645032,GBD 2023
China,Female,65-69 years,1999,17022409.301067684,GBD 2023
China,Female,65-69 years,2000,17433901.411321476,GBD 2023
China,Female,65-69 years,2001,17863771.480864525,GBD 2023
China,Female,65-69 years,2002,18226370.98317555,GBD 2023
China,Female,65-69 years,2003,18430852.26569084,GBD 2023
China,Female,65-69 years,2004,18413802.673357382,GBD 2023
China,Female,65-69 years,2005,18527544.089294277,GBD 2023
China,Female,65-69 years,2006,18657442.88178309,GBD 2023
China,Female,65-69 years,2007,18891881.818485443,GBD 2023
China,Female,65-69 years,2008,19281200.372620925,GBD 2023
China,Female,65-69 years,2009,19844200.109927457,GBD 2023
China,Female,65-69 years,2010,20457512.60179803,GBD 2023
China,Female,65-69 years,2011,21489463.37720713,GBD 2023
China,Female,65-69 years,2012,22770003.82374596,GBD 2023
China,Female,65-69 years,2013,23783903.6401532,GBD 2023
China,Female,65-69 years,2014,26146564.05637247,GBD 2023
China,Female,65-69 years,2015,27595319.45857621,GBD 2023
China,Female,65-69 years,2016,29513774.9619001,GBD 2023
China,Female,65-69 years,2017,31352894.80476907,GBD 2023
China,Female,65-69 years,2018,33891098.869150735,GBD 2023
China,Female,65-69 years,2019,35503618.17762946,GBD 2023
China,Female,65-69 years,2020,37920794.80430374,GBD 2023
China,Female,65-69 years,2021,39157039.45973823,GBD 2023
China,Female,65-69 years,2022,39516569.96402463,GBD 2023
China,Female,65-69 years,2023,38613502.53348365,GBD 2023
China,Female,70-74 years,1990,10126787.334915388,GBD 2023
China,Female,70-74 years,1991,10375057.996922286,GBD 2023
China,Female,70-74 years,1992,10645434.784125084,GBD 2023
China,Female,70-74 years,1993,10957646.953484751,GBD 2023
China,Female,70-74 years,1994,11335642.177376516,GBD 2023
China,Female,70-74 years,1995,11690975.63816022,GBD 2023
